day,price,sub_category,main_category
2019-04-11,11750,Beras,Beras
2019-04-12,11750,Beras,Beras
2019-04-15,11700,Beras,Beras
2019-04-16,11700,Beras,Beras
2019-04-17,12600,Beras,Beras
2019-04-18,11800,Beras,Beras
2019-04-22,11700,Beras,Beras
2019-04-23,11700,Beras,Beras
2019-04-24,11700,Beras,Beras
2019-04-25,11700,Beras,Beras
2019-04-26,11700,Beras,Beras
2019-04-29,11700,Beras,Beras
2019-04-30,11700,Beras,Beras
2019-05-02,11700,Beras,Beras
2019-05-03,11700,Beras,Beras
2019-05-06,11700,Beras,Beras
2019-05-07,11700,Beras,Beras
2019-05-08,11700,Beras,Beras
2019-05-09,11700,Beras,Beras
2019-05-10,11700,Beras,Beras
2019-05-13,11700,Beras,Beras
2019-05-14,11700,Beras,Beras
2019-05-15,11700,Beras,Beras
2019-05-16,11700,Beras,Beras
2019-05-17,11700,Beras,Beras
2019-05-20,11700,Beras,Beras
2019-05-21,11700,Beras,Beras
2019-05-22,11700,Beras,Beras
2019-05-23,11700,Beras,Beras
2019-05-24,11700,Beras,Beras
2019-05-27,11700,Beras,Beras
2019-05-28,11650,Beras,Beras
2019-05-29,11700,Beras,Beras
2019-05-31,11700,Beras,Beras
2019-06-03,11700,Beras,Beras
2019-06-04,11700,Beras,Beras
2019-06-06,13100,Beras,Beras
2019-06-07,11500,Beras,Beras
2019-06-10,11700,Beras,Beras
2019-06-11,11700,Beras,Beras
2019-06-12,11650,Beras,Beras
2019-06-13,11700,Beras,Beras
2019-06-14,11700,Beras,Beras
2019-06-17,11700,Beras,Beras
2019-06-18,11700,Beras,Beras
2019-06-19,11700,Beras,Beras
2019-06-20,11700,Beras,Beras
2019-06-21,11700,Beras,Beras
2019-06-24,11700,Beras,Beras
2019-06-25,11700,Beras,Beras
2019-06-26,11700,Beras,Beras
2019-06-27,11700,Beras,Beras
2019-06-28,11750,Beras,Beras
2019-07-01,11700,Beras,Beras
2019-07-02,11700,Beras,Beras
2019-07-03,11700,Beras,Beras
2019-07-04,11750,Beras,Beras
2019-07-05,11700,Beras,Beras
2019-07-08,11700,Beras,Beras
2019-07-09,11750,Beras,Beras
2019-07-10,11750,Beras,Beras
2019-07-11,11700,Beras,Beras
2019-07-12,11700,Beras,Beras
2019-07-15,11700,Beras,Beras
2019-07-16,11750,Beras,Beras
2019-07-17,11700,Beras,Beras
2019-07-18,11700,Beras,Beras
2019-07-19,11750,Beras,Beras
2019-07-22,11700,Beras,Beras
2019-07-23,11750,Beras,Beras
2019-07-24,11700,Beras,Beras
2019-07-25,11750,Beras,Beras
2019-07-26,11700,Beras,Beras
2019-07-29,11700,Beras,Beras
2019-07-30,11700,Beras,Beras
2019-07-31,11700,Beras,Beras
2019-08-01,11700,Beras,Beras
2019-08-02,11700,Beras,Beras
2019-08-05,11700,Beras,Beras
2019-08-06,11700,Beras,Beras
2019-08-07,11700,Beras,Beras
2019-08-08,11700,Beras,Beras
2019-08-09,11700,Beras,Beras
2019-08-12,11700,Beras,Beras
2019-08-13,11700,Beras,Beras
2019-08-14,11750,Beras,Beras
2019-08-15,11700,Beras,Beras
2019-08-16,11750,Beras,Beras
2019-08-19,11700,Beras,Beras
2019-08-20,11750,Beras,Beras
2019-08-21,11700,Beras,Beras
2019-08-22,11700,Beras,Beras
2019-08-23,11700,Beras,Beras
2019-08-26,11700,Beras,Beras
2019-08-27,11700,Beras,Beras
2019-08-28,11700,Beras,Beras
2019-08-29,11700,Beras,Beras
2019-08-30,11750,Beras,Beras
2019-09-02,11700,Beras,Beras
2019-09-03,11700,Beras,Beras
2019-09-04,11700,Beras,Beras
2019-09-05,11700,Beras,Beras
2019-09-06,11700,Beras,Beras
2019-09-09,11700,Beras,Beras
2019-09-10,11700,Beras,Beras
2019-09-11,11700,Beras,Beras
2019-09-12,11700,Beras,Beras
2019-09-13,11700,Beras,Beras
2019-09-16,11700,Beras,Beras
2019-09-17,11700,Beras,Beras
2019-09-18,11700,Beras,Beras
2019-09-19,11700,Beras,Beras
2019-09-20,11700,Beras,Beras
2019-09-23,11700,Beras,Beras
2019-09-24,11700,Beras,Beras
2019-09-25,11700,Beras,Beras
2019-09-26,11750,Beras,Beras
2019-09-27,11750,Beras,Beras
2019-09-30,11750,Beras,Beras
2019-10-01,11750,Beras,Beras
2019-10-02,11750,Beras,Beras
2019-10-03,11750,Beras,Beras
2019-10-04,11750,Beras,Beras
2019-10-07,11750,Beras,Beras
2019-10-08,11750,Beras,Beras
2019-10-09,11750,Beras,Beras
2019-10-10,11750,Beras,Beras
2019-10-11,11750,Beras,Beras
2019-10-14,11750,Beras,Beras
2019-10-15,11750,Beras,Beras
2019-10-16,11750,Beras,Beras
2019-10-17,11750,Beras,Beras
2019-10-18,11750,Beras,Beras
2019-10-21,11750,Beras,Beras
2019-10-22,11750,Beras,Beras
2019-10-23,11750,Beras,Beras
2019-10-24,11750,Beras,Beras
2019-10-25,11700,Beras,Beras
2019-10-28,11750,Beras,Beras
2019-10-29,11750,Beras,Beras
2019-10-30,11750,Beras,Beras
2019-10-31,11750,Beras,Beras
2019-11-01,11750,Beras,Beras
2019-11-04,11750,Beras,Beras
2019-11-05,11750,Beras,Beras
2019-11-06,11750,Beras,Beras
2019-11-07,11700,Beras,Beras
2019-11-08,11700,Beras,Beras
2019-11-11,11750,Beras,Beras
2019-11-12,11750,Beras,Beras
2019-11-13,11750,Beras,Beras
2019-11-14,11750,Beras,Beras
2019-11-15,11800,Beras,Beras
2019-11-18,11750,Beras,Beras
2019-11-19,11750,Beras,Beras
2019-11-20,11750,Beras,Beras
2019-11-21,11750,Beras,Beras
2019-11-22,11750,Beras,Beras
2019-11-25,11750,Beras,Beras
2019-11-26,11750,Beras,Beras
2019-11-27,11750,Beras,Beras
2019-11-28,11750,Beras,Beras
2019-11-29,11750,Beras,Beras
2019-12-02,11750,Beras,Beras
2019-12-03,11750,Beras,Beras
2019-12-04,11750,Beras,Beras
2019-12-05,11750,Beras,Beras
2019-12-06,11750,Beras,Beras
2019-12-09,11750,Beras,Beras
2019-12-10,11750,Beras,Beras
2019-12-11,11800,Beras,Beras
2019-12-12,11750,Beras,Beras
2019-12-13,11750,Beras,Beras
2019-12-16,11750,Beras,Beras
2019-12-17,11750,Beras,Beras
2019-12-18,11750,Beras,Beras
2019-12-19,11750,Beras,Beras
2019-12-20,11750,Beras,Beras
2019-12-23,11750,Beras,Beras
2019-12-26,11800,Beras,Beras
2019-12-27,11750,Beras,Beras
2019-12-30,11750,Beras,Beras
2019-12-31,11800,Beras,Beras
2019-01-02,10800,Beras Kualitas Bawah 1,Beras
2019-01-03,10800,Beras Kualitas Bawah 1,Beras
2019-01-04,10800,Beras Kualitas Bawah 1,Beras
2019-01-07,10800,Beras Kualitas Bawah 1,Beras
2019-01-08,10850,Beras Kualitas Bawah 1,Beras
2019-01-09,10850,Beras Kualitas Bawah 1,Beras
2019-01-10,10850,Beras Kualitas Bawah 1,Beras
2019-01-11,10850,Beras Kualitas Bawah 1,Beras
2019-01-14,10850,Beras Kualitas Bawah 1,Beras
2019-01-15,10850,Beras Kualitas Bawah 1,Beras
2019-01-16,10850,Beras Kualitas Bawah 1,Beras
2019-01-17,10850,Beras Kualitas Bawah 1,Beras
2019-01-18,10850,Beras Kualitas Bawah 1,Beras
2019-01-21,10850,Beras Kualitas Bawah 1,Beras
2019-01-22,10850,Beras Kualitas Bawah 1,Beras
2019-01-23,10850,Beras Kualitas Bawah 1,Beras
2019-01-24,10850,Beras Kualitas Bawah 1,Beras
2019-01-25,10850,Beras Kualitas Bawah 1,Beras
2019-01-28,10850,Beras Kualitas Bawah 1,Beras
2019-01-29,10850,Beras Kualitas Bawah 1,Beras
2019-01-30,10850,Beras Kualitas Bawah 1,Beras
2019-01-31,10850,Beras Kualitas Bawah 1,Beras
2019-02-01,10850,Beras Kualitas Bawah 1,Beras
2019-02-04,10850,Beras Kualitas Bawah 1,Beras
2019-02-06,10850,Beras Kualitas Bawah 1,Beras
2019-02-07,10850,Beras Kualitas Bawah 1,Beras
2019-02-08,10850,Beras Kualitas Bawah 1,Beras
2019-02-11,10850,Beras Kualitas Bawah 1,Beras
2019-02-12,10850,Beras Kualitas Bawah 1,Beras
2019-02-13,10850,Beras Kualitas Bawah 1,Beras
2019-02-14,10850,Beras Kualitas Bawah 1,Beras
2019-02-15,10850,Beras Kualitas Bawah 1,Beras
2019-02-18,10850,Beras Kualitas Bawah 1,Beras
2019-02-19,10850,Beras Kualitas Bawah 1,Beras
2019-02-20,10850,Beras Kualitas Bawah 1,Beras
2019-02-21,10850,Beras Kualitas Bawah 1,Beras
2019-02-22,10850,Beras Kualitas Bawah 1,Beras
2019-02-25,10850,Beras Kualitas Bawah 1,Beras
2019-02-26,10850,Beras Kualitas Bawah 1,Beras
2019-02-27,10800,Beras Kualitas Bawah 1,Beras
2019-02-28,10850,Beras Kualitas Bawah 1,Beras
2019-03-01,10800,Beras Kualitas Bawah 1,Beras
2019-03-04,10800,Beras Kualitas Bawah 1,Beras
2019-03-05,10800,Beras Kualitas Bawah 1,Beras
2019-03-06,10800,Beras Kualitas Bawah 1,Beras
2019-03-08,10800,Beras Kualitas Bawah 1,Beras
2019-03-11,10800,Beras Kualitas Bawah 1,Beras
2019-03-12,10800,Beras Kualitas Bawah 1,Beras
2019-03-13,10750,Beras Kualitas Bawah 1,Beras
2019-03-14,10800,Beras Kualitas Bawah 1,Beras
2019-03-15,10750,Beras Kualitas Bawah 1,Beras
2019-03-18,10750,Beras Kualitas Bawah 1,Beras
2019-03-19,10750,Beras Kualitas Bawah 1,Beras
2019-03-20,10750,Beras Kualitas Bawah 1,Beras
2019-03-21,10750,Beras Kualitas Bawah 1,Beras
2019-03-22,10750,Beras Kualitas Bawah 1,Beras
2019-03-25,10750,Beras Kualitas Bawah 1,Beras
2019-03-26,10750,Beras Kualitas Bawah 1,Beras
2019-03-27,10750,Beras Kualitas Bawah 1,Beras
2019-03-28,10750,Beras Kualitas Bawah 1,Beras
2019-03-29,10750,Beras Kualitas Bawah 1,Beras
2019-04-01,10700,Beras Kualitas Bawah 1,Beras
2019-04-02,10700,Beras Kualitas Bawah 1,Beras
2019-04-04,10700,Beras Kualitas Bawah 1,Beras
2019-04-05,10700,Beras Kualitas Bawah 1,Beras
2019-04-08,10700,Beras Kualitas Bawah 1,Beras
2019-04-09,10700,Beras Kualitas Bawah 1,Beras
2019-04-10,10700,Beras Kualitas Bawah 1,Beras
2019-04-11,10700,Beras Kualitas Bawah 1,Beras
2019-04-12,10700,Beras Kualitas Bawah 1,Beras
2019-04-15,10700,Beras Kualitas Bawah 1,Beras
2019-04-16,10650,Beras Kualitas Bawah 1,Beras
2019-04-17,11800,Beras Kualitas Bawah 1,Beras
2019-04-18,10750,Beras Kualitas Bawah 1,Beras
2019-04-22,10650,Beras Kualitas Bawah 1,Beras
2019-04-23,10650,Beras Kualitas Bawah 1,Beras
2019-04-24,10650,Beras Kualitas Bawah 1,Beras
2019-04-25,10650,Beras Kualitas Bawah 1,Beras
2019-04-26,10650,Beras Kualitas Bawah 1,Beras
2019-04-29,10650,Beras Kualitas Bawah 1,Beras
2019-04-30,10650,Beras Kualitas Bawah 1,Beras
2019-05-02,10650,Beras Kualitas Bawah 1,Beras
2019-05-03,10650,Beras Kualitas Bawah 1,Beras
2019-05-06,10650,Beras Kualitas Bawah 1,Beras
2019-05-07,10650,Beras Kualitas Bawah 1,Beras
2019-05-08,10650,Beras Kualitas Bawah 1,Beras
2019-05-09,10650,Beras Kualitas Bawah 1,Beras
2019-05-10,10650,Beras Kualitas Bawah 1,Beras
2019-05-13,10650,Beras Kualitas Bawah 1,Beras
2019-05-14,10650,Beras Kualitas Bawah 1,Beras
2019-05-15,10650,Beras Kualitas Bawah 1,Beras
2019-05-16,10650,Beras Kualitas Bawah 1,Beras
2019-05-17,10650,Beras Kualitas Bawah 1,Beras
2019-05-20,10600,Beras Kualitas Bawah 1,Beras
2019-05-21,10600,Beras Kualitas Bawah 1,Beras
2019-05-22,10600,Beras Kualitas Bawah 1,Beras
2019-05-23,10600,Beras Kualitas Bawah 1,Beras
2019-05-24,10600,Beras Kualitas Bawah 1,Beras
2019-05-27,10600,Beras Kualitas Bawah 1,Beras
2019-05-28,10600,Beras Kualitas Bawah 1,Beras
2019-05-29,10600,Beras Kualitas Bawah 1,Beras
2019-05-31,10600,Beras Kualitas Bawah 1,Beras
2019-06-03,10600,Beras Kualitas Bawah 1,Beras
2019-06-04,10600,Beras Kualitas Bawah 1,Beras
2019-06-06,12500,Beras Kualitas Bawah 1,Beras
2019-06-07,10550,Beras Kualitas Bawah 1,Beras
2019-06-10,10650,Beras Kualitas Bawah 1,Beras
2019-06-11,10650,Beras Kualitas Bawah 1,Beras
2019-06-12,10600,Beras Kualitas Bawah 1,Beras
2019-06-13,10650,Beras Kualitas Bawah 1,Beras
2019-06-14,10650,Beras Kualitas Bawah 1,Beras
2019-06-17,10650,Beras Kualitas Bawah 1,Beras
2019-06-18,10650,Beras Kualitas Bawah 1,Beras
2019-06-19,10650,Beras Kualitas Bawah 1,Beras
2019-06-20,10650,Beras Kualitas Bawah 1,Beras
2019-06-21,10650,Beras Kualitas Bawah 1,Beras
2019-06-24,10650,Beras Kualitas Bawah 1,Beras
2019-06-25,10650,Beras Kualitas Bawah 1,Beras
2019-06-26,10650,Beras Kualitas Bawah 1,Beras
2019-06-27,10650,Beras Kualitas Bawah 1,Beras
2019-06-28,10700,Beras Kualitas Bawah 1,Beras
2019-07-01,10650,Beras Kualitas Bawah 1,Beras
2019-07-02,10650,Beras Kualitas Bawah 1,Beras
2019-07-03,10650,Beras Kualitas Bawah 1,Beras
2019-07-04,10750,Beras Kualitas Bawah 1,Beras
2019-07-05,10700,Beras Kualitas Bawah 1,Beras
2019-07-08,10700,Beras Kualitas Bawah 1,Beras
2019-07-09,10700,Beras Kualitas Bawah 1,Beras
2019-07-10,10700,Beras Kualitas Bawah 1,Beras
2019-07-11,10650,Beras Kualitas Bawah 1,Beras
2019-07-12,10650,Beras Kualitas Bawah 1,Beras
2019-07-15,10650,Beras Kualitas Bawah 1,Beras
2019-07-16,10650,Beras Kualitas Bawah 1,Beras
2019-07-17,10650,Beras Kualitas Bawah 1,Beras
2019-07-18,10650,Beras Kualitas Bawah 1,Beras
2019-07-19,10700,Beras Kualitas Bawah 1,Beras
2019-07-22,10650,Beras Kualitas Bawah 1,Beras
2019-07-23,10650,Beras Kualitas Bawah 1,Beras
2019-07-24,10650,Beras Kualitas Bawah 1,Beras
2019-07-25,10650,Beras Kualitas Bawah 1,Beras
2019-07-26,10650,Beras Kualitas Bawah 1,Beras
2019-07-29,10650,Beras Kualitas Bawah 1,Beras
2019-07-30,10700,Beras Kualitas Bawah 1,Beras
2019-07-31,10700,Beras Kualitas Bawah 1,Beras
2019-08-01,10650,Beras Kualitas Bawah 1,Beras
2019-08-02,10650,Beras Kualitas Bawah 1,Beras
2019-08-05,10650,Beras Kualitas Bawah 1,Beras
2019-08-06,10700,Beras Kualitas Bawah 1,Beras
2019-08-07,10650,Beras Kualitas Bawah 1,Beras
2019-08-08,10650,Beras Kualitas Bawah 1,Beras
2019-08-09,10700,Beras Kualitas Bawah 1,Beras
2019-08-12,10700,Beras Kualitas Bawah 1,Beras
2019-08-13,10700,Beras Kualitas Bawah 1,Beras
2019-08-14,10750,Beras Kualitas Bawah 1,Beras
2019-08-15,10700,Beras Kualitas Bawah 1,Beras
2019-08-16,10750,Beras Kualitas Bawah 1,Beras
2019-08-19,10650,Beras Kualitas Bawah 1,Beras
2019-08-20,10700,Beras Kualitas Bawah 1,Beras
2019-08-21,10750,Beras Kualitas Bawah 1,Beras
2019-08-22,10650,Beras Kualitas Bawah 1,Beras
2019-08-23,10650,Beras Kualitas Bawah 1,Beras
2019-08-26,10650,Beras Kualitas Bawah 1,Beras
2019-08-27,10650,Beras Kualitas Bawah 1,Beras
2019-08-28,10650,Beras Kualitas Bawah 1,Beras
2019-08-29,10650,Beras Kualitas Bawah 1,Beras
2019-08-30,10700,Beras Kualitas Bawah 1,Beras
2019-09-02,10650,Beras Kualitas Bawah 1,Beras
2019-09-03,10650,Beras Kualitas Bawah 1,Beras
2019-09-04,10650,Beras Kualitas Bawah 1,Beras
2019-09-05,10650,Beras Kualitas Bawah 1,Beras
2019-09-06,10650,Beras Kualitas Bawah 1,Beras
2019-09-09,10650,Beras Kualitas Bawah 1,Beras
2019-09-10,10650,Beras Kualitas Bawah 1,Beras
2019-09-11,10650,Beras Kualitas Bawah 1,Beras
2019-09-12,10650,Beras Kualitas Bawah 1,Beras
2019-09-13,10650,Beras Kualitas Bawah 1,Beras
2019-09-16,10650,Beras Kualitas Bawah 1,Beras
2019-09-17,10650,Beras Kualitas Bawah 1,Beras
2019-09-18,10650,Beras Kualitas Bawah 1,Beras
2019-09-19,10650,Beras Kualitas Bawah 1,Beras
2019-09-20,10650,Beras Kualitas Bawah 1,Beras
2019-09-23,10650,Beras Kualitas Bawah 1,Beras
2019-09-24,10650,Beras Kualitas Bawah 1,Beras
2019-09-25,10650,Beras Kualitas Bawah 1,Beras
2019-09-26,10650,Beras Kualitas Bawah 1,Beras
2019-09-27,10650,Beras Kualitas Bawah 1,Beras
2019-09-30,10650,Beras Kualitas Bawah 1,Beras
2019-10-01,10650,Beras Kualitas Bawah 1,Beras
2019-10-02,10650,Beras Kualitas Bawah 1,Beras
2019-10-03,10700,Beras Kualitas Bawah 1,Beras
2019-10-04,10650,Beras Kualitas Bawah 1,Beras
2019-10-07,10650,Beras Kualitas Bawah 1,Beras
2019-10-08,10650,Beras Kualitas Bawah 1,Beras
2019-10-09,10700,Beras Kualitas Bawah 1,Beras
2019-10-10,10700,Beras Kualitas Bawah 1,Beras
2019-10-11,10700,Beras Kualitas Bawah 1,Beras
2019-10-14,10700,Beras Kualitas Bawah 1,Beras
2019-10-15,10700,Beras Kualitas Bawah 1,Beras
2019-10-16,10700,Beras Kualitas Bawah 1,Beras
2019-10-17,10700,Beras Kualitas Bawah 1,Beras
2019-10-18,10700,Beras Kualitas Bawah 1,Beras
2019-10-21,10700,Beras Kualitas Bawah 1,Beras
2019-10-22,10700,Beras Kualitas Bawah 1,Beras
2019-10-23,10700,Beras Kualitas Bawah 1,Beras
2019-10-24,10700,Beras Kualitas Bawah 1,Beras
2019-10-25,10700,Beras Kualitas Bawah 1,Beras
2019-10-28,10700,Beras Kualitas Bawah 1,Beras
2019-10-29,10700,Beras Kualitas Bawah 1,Beras
2019-10-30,10700,Beras Kualitas Bawah 1,Beras
2019-10-31,10700,Beras Kualitas Bawah 1,Beras
2019-11-01,10700,Beras Kualitas Bawah 1,Beras
2019-11-04,10700,Beras Kualitas Bawah 1,Beras
2019-11-05,10700,Beras Kualitas Bawah 1,Beras
2019-11-06,10700,Beras Kualitas Bawah 1,Beras
2019-11-07,10650,Beras Kualitas Bawah 1,Beras
2019-11-08,10650,Beras Kualitas Bawah 1,Beras
2019-11-11,10700,Beras Kualitas Bawah 1,Beras
2019-11-12,10700,Beras Kualitas Bawah 1,Beras
2019-11-13,10700,Beras Kualitas Bawah 1,Beras
2019-11-14,10700,Beras Kualitas Bawah 1,Beras
2019-11-15,10750,Beras Kualitas Bawah 1,Beras
2019-11-18,10700,Beras Kualitas Bawah 1,Beras
2019-11-19,10700,Beras Kualitas Bawah 1,Beras
2019-11-20,10700,Beras Kualitas Bawah 1,Beras
2019-11-21,10700,Beras Kualitas Bawah 1,Beras
2019-11-22,10700,Beras Kualitas Bawah 1,Beras
2019-11-25,10700,Beras Kualitas Bawah 1,Beras
2019-11-26,10700,Beras Kualitas Bawah 1,Beras
2019-11-27,10700,Beras Kualitas Bawah 1,Beras
2019-11-28,10700,Beras Kualitas Bawah 1,Beras
2019-11-29,10700,Beras Kualitas Bawah 1,Beras
2019-12-02,10700,Beras Kualitas Bawah 1,Beras
2019-12-03,10700,Beras Kualitas Bawah 1,Beras
2019-12-04,10700,Beras Kualitas Bawah 1,Beras
2019-12-05,10700,Beras Kualitas Bawah 1,Beras
2019-12-06,10700,Beras Kualitas Bawah 1,Beras
2019-12-09,10700,Beras Kualitas Bawah 1,Beras
2019-12-10,10700,Beras Kualitas Bawah 1,Beras
2019-12-11,10700,Beras Kualitas Bawah 1,Beras
2019-12-12,10700,Beras Kualitas Bawah 1,Beras
2019-12-13,10700,Beras Kualitas Bawah 1,Beras
2019-12-16,10700,Beras Kualitas Bawah 1,Beras
2019-12-17,10700,Beras Kualitas Bawah 1,Beras
2019-12-18,10700,Beras Kualitas Bawah 1,Beras
2019-12-19,10700,Beras Kualitas Bawah 1,Beras
2019-12-20,10700,Beras Kualitas Bawah 1,Beras
2019-12-23,10850,Beras Kualitas Bawah 1,Beras
2019-12-26,10750,Beras Kualitas Bawah 1,Beras
2019-12-27,10650,Beras Kualitas Bawah 1,Beras
2019-12-30,10750,Beras Kualitas Bawah 1,Beras
2019-12-31,10750,Beras Kualitas Bawah 1,Beras
2019-01-02,10400,Beras Kualitas Bawah 2,Beras
2019-01-03,10400,Beras Kualitas Bawah 2,Beras
2019-01-04,10400,Beras Kualitas Bawah 2,Beras
2019-01-07,10450,Beras Kualitas Bawah 2,Beras
2019-01-08,10450,Beras Kualitas Bawah 2,Beras
2019-01-09,10450,Beras Kualitas Bawah 2,Beras
2019-01-10,10450,Beras Kualitas Bawah 2,Beras
2019-01-11,10450,Beras Kualitas Bawah 2,Beras
2019-01-14,10500,Beras Kualitas Bawah 2,Beras
2019-01-15,10500,Beras Kualitas Bawah 2,Beras
2019-01-16,10500,Beras Kualitas Bawah 2,Beras
2019-01-17,10500,Beras Kualitas Bawah 2,Beras
2019-01-18,10500,Beras Kualitas Bawah 2,Beras
2019-01-21,10500,Beras Kualitas Bawah 2,Beras
2019-01-22,10500,Beras Kualitas Bawah 2,Beras
2019-01-23,10500,Beras Kualitas Bawah 2,Beras
2019-01-24,10450,Beras Kualitas Bawah 2,Beras
2019-01-25,10450,Beras Kualitas Bawah 2,Beras
2019-01-28,10450,Beras Kualitas Bawah 2,Beras
2019-01-29,10450,Beras Kualitas Bawah 2,Beras
2019-01-30,10450,Beras Kualitas Bawah 2,Beras
2019-01-31,10450,Beras Kualitas Bawah 2,Beras
2019-02-01,10450,Beras Kualitas Bawah 2,Beras
2019-02-04,10450,Beras Kualitas Bawah 2,Beras
2019-02-06,10450,Beras Kualitas Bawah 2,Beras
2019-02-07,10450,Beras Kualitas Bawah 2,Beras
2019-02-08,10450,Beras Kualitas Bawah 2,Beras
2019-02-11,10450,Beras Kualitas Bawah 2,Beras
2019-02-12,10450,Beras Kualitas Bawah 2,Beras
2019-02-13,10450,Beras Kualitas Bawah 2,Beras
2019-02-14,10450,Beras Kualitas Bawah 2,Beras
2019-02-15,10450,Beras Kualitas Bawah 2,Beras
2019-02-18,10450,Beras Kualitas Bawah 2,Beras
2019-02-19,10450,Beras Kualitas Bawah 2,Beras
2019-02-20,10450,Beras Kualitas Bawah 2,Beras
2019-02-21,10450,Beras Kualitas Bawah 2,Beras
2019-02-22,10500,Beras Kualitas Bawah 2,Beras
2019-02-25,10500,Beras Kualitas Bawah 2,Beras
2019-02-26,10500,Beras Kualitas Bawah 2,Beras
2019-02-27,10400,Beras Kualitas Bawah 2,Beras
2019-02-28,10450,Beras Kualitas Bawah 2,Beras
2019-03-01,10400,Beras Kualitas Bawah 2,Beras
2019-03-04,10450,Beras Kualitas Bawah 2,Beras
2019-03-05,10450,Beras Kualitas Bawah 2,Beras
2019-03-06,10450,Beras Kualitas Bawah 2,Beras
2019-03-08,10400,Beras Kualitas Bawah 2,Beras
2019-03-11,10400,Beras Kualitas Bawah 2,Beras
2019-03-12,10400,Beras Kualitas Bawah 2,Beras
2019-03-13,10400,Beras Kualitas Bawah 2,Beras
2019-03-14,10400,Beras Kualitas Bawah 2,Beras
2019-03-15,10400,Beras Kualitas Bawah 2,Beras
2019-03-18,10400,Beras Kualitas Bawah 2,Beras
2019-03-19,10400,Beras Kualitas Bawah 2,Beras
2019-03-20,10450,Beras Kualitas Bawah 2,Beras
2019-03-21,10400,Beras Kualitas Bawah 2,Beras
2019-03-22,10400,Beras Kualitas Bawah 2,Beras
2019-03-25,10400,Beras Kualitas Bawah 2,Beras
2019-03-26,10400,Beras Kualitas Bawah 2,Beras
2019-03-27,10350,Beras Kualitas Bawah 2,Beras
2019-03-28,10400,Beras Kualitas Bawah 2,Beras
2019-03-29,10400,Beras Kualitas Bawah 2,Beras
2019-04-01,10350,Beras Kualitas Bawah 2,Beras
2019-04-02,10350,Beras Kualitas Bawah 2,Beras
2019-04-04,10350,Beras Kualitas Bawah 2,Beras
2019-04-05,10350,Beras Kualitas Bawah 2,Beras
2019-04-08,10350,Beras Kualitas Bawah 2,Beras
2019-04-09,10350,Beras Kualitas Bawah 2,Beras
2019-04-10,10350,Beras Kualitas Bawah 2,Beras
2019-04-11,10350,Beras Kualitas Bawah 2,Beras
2019-04-12,10300,Beras Kualitas Bawah 2,Beras
2019-04-15,10300,Beras Kualitas Bawah 2,Beras
2019-04-16,10300,Beras Kualitas Bawah 2,Beras
2019-04-17,10850,Beras Kualitas Bawah 2,Beras
2019-04-18,10400,Beras Kualitas Bawah 2,Beras
2019-04-22,10300,Beras Kualitas Bawah 2,Beras
2019-04-23,10300,Beras Kualitas Bawah 2,Beras
2019-04-24,10300,Beras Kualitas Bawah 2,Beras
2019-04-25,10300,Beras Kualitas Bawah 2,Beras
2019-04-26,10300,Beras Kualitas Bawah 2,Beras
2019-04-29,10300,Beras Kualitas Bawah 2,Beras
2019-04-30,10250,Beras Kualitas Bawah 2,Beras
2019-05-02,10250,Beras Kualitas Bawah 2,Beras
2019-05-03,10250,Beras Kualitas Bawah 2,Beras
2019-05-06,10250,Beras Kualitas Bawah 2,Beras
2019-05-07,10250,Beras Kualitas Bawah 2,Beras
2019-05-08,10250,Beras Kualitas Bawah 2,Beras
2019-05-09,10250,Beras Kualitas Bawah 2,Beras
2019-05-10,10250,Beras Kualitas Bawah 2,Beras
2019-05-13,10300,Beras Kualitas Bawah 2,Beras
2019-05-14,10250,Beras Kualitas Bawah 2,Beras
2019-05-15,10250,Beras Kualitas Bawah 2,Beras
2019-05-16,10250,Beras Kualitas Bawah 2,Beras
2019-05-17,10250,Beras Kualitas Bawah 2,Beras
2019-05-20,10250,Beras Kualitas Bawah 2,Beras
2019-05-21,10250,Beras Kualitas Bawah 2,Beras
2019-05-22,10250,Beras Kualitas Bawah 2,Beras
2019-05-23,10250,Beras Kualitas Bawah 2,Beras
2019-05-24,10250,Beras Kualitas Bawah 2,Beras
2019-05-27,10250,Beras Kualitas Bawah 2,Beras
2019-05-28,10250,Beras Kualitas Bawah 2,Beras
2019-05-29,10250,Beras Kualitas Bawah 2,Beras
2019-05-31,10250,Beras Kualitas Bawah 2,Beras
2019-06-03,10250,Beras Kualitas Bawah 2,Beras
2019-06-04,10250,Beras Kualitas Bawah 2,Beras
2019-06-06,11000,Beras Kualitas Bawah 2,Beras
2019-06-07,10100,Beras Kualitas Bawah 2,Beras
2019-06-10,10250,Beras Kualitas Bawah 2,Beras
2019-06-11,10250,Beras Kualitas Bawah 2,Beras
2019-06-12,10250,Beras Kualitas Bawah 2,Beras
2019-06-13,10250,Beras Kualitas Bawah 2,Beras
2019-06-14,10250,Beras Kualitas Bawah 2,Beras
2019-06-17,10250,Beras Kualitas Bawah 2,Beras
2019-06-18,10250,Beras Kualitas Bawah 2,Beras
2019-06-19,10250,Beras Kualitas Bawah 2,Beras
2019-06-20,10250,Beras Kualitas Bawah 2,Beras
2019-06-21,10250,Beras Kualitas Bawah 2,Beras
2019-06-24,10250,Beras Kualitas Bawah 2,Beras
